Alabama,Alaska,American Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Diamond Princess,District of Columbia,Florida,Georgia,Grand Princess,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Northern Mariana Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virgin Islands,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1642062,307073,8320,2440294,1005212,12106080,1761332,975537,330793,49,177714,7528420,3065390,103,61001,380098,519850,4072972,2047622,902075,936431,1713684,1570671,316760,1362685,2220962,3057222,1775264,989282,1773504,328668,565924,888983,377661,3044070,669666,6785164,3467226,286950,13631,3392320,1287225,961523,3520813,1099150,460045,1833731,278489,2510002,8453813,1088853,151477,24779,2287440,1928913,641054,2002448,185159
